ProductCategoryID,ProductContentID,CategoryContentID
111761,7404,7255
111762,7404,22
111764,7404,5432
111766,7404,33
111767,2151,46
111768,2151,5316
111769,2152,46
111770,2152,5316
111771,6280,33
111772,6280,47
111773,6280,56
111776,6278,47
111777,6278,7246
111778,6278,68
111782,9386,18
111784,9386,47
111787,9783,22
111790,9783,47
111791,9783,56
111792,9782,22
111795,9782,47
111796,9782,56
111797,8697,7255
111798,8697,22
111800,8697,5432
111833,9494,22
111835,9494,56
111836,7771,8133
111837,7771,7255
111838,7771,36
111839,7771,86
111841,7771,5445
111850,9427,13047
111851,9427,18
111853,9427,66
111858,9080,7255
111859,9080,234
111861,9080,68
111871,9882,7255
111872,9882,3996
111877,10473,9908
111878,10473,56
111880,10474,7255
111881,10474,9908
111887,3336,7255
111888,3336,51
111891,11776,22
111893,11776,33
111894,8414,6173
111896,8415,6173
111898,13055,5533
111899,13055,190
111900,9536,6173
111901,9536,18
111941,2984,13047
111942,2984,18
111944,2984,56
111945,2984,66
111947,10123,22
111950,10123,5432
111952,10123,47
111953,11946,7255
111954,11946,22
112022,8774,6173
112023,8774,7254
112024,10512,6173
112025,10512,33
112026,10512,60
112027,9547,47
112028,9547,20
112030,10496,13048
112031,10496,22
112034,10496,5432
112121,10243,6173
112122,10243,18
112124,10243,5432
112125,8972,22
112127,8972,39
112128,8972,5445
112570,10470,9908
112573,5599,6173
112574,5599,36
112575,5599,7028
112592,10558,13048
112593,10558,22
112595,10558,7246
112612,7778,5432
112629,9621,13049
112630,9621,22
112632,5513,5432
112651,7780,7255
112652,7780,5432
112724,8675,6173
112725,8675,7254
112726,9943,7255
112727,9943,46
112734,9764,6173
112735,9764,70
112736,9575,7255
112737,9575,5432
113736,13173,13047
113738,13232,6173
113739,13232,9908
113740,9176,7255
113741,9176,22
113743,9176,56
113744,9176,68
113757,9058,7255
113758,9058,51
113761,13104,13047
113762,13104,9908
113763,13104,69
113769,8320,6173
113770,8320,20
113778,9781,5432
113779,9781,7814
113801,7651,13049
113802,7651,22
113804,7651,33
113805,10314,7255
113806,10314,5432
113810,9941,7255
113811,9941,46
113838,9583,18
113840,9583,47
113841,9583,56
113847,13105,13047
113848,13105,9908
113849,13105,69
113864,9952,7255
113867,9952,71
113876,10143,8133
113881,10143,33
113882,10143,39
113883,10143,60
113885,10143,6923
113886,10143,66
113887,10143,5494
113892,10014,13048
113893,10014,68
113895,10015,13048
113896,10015,68
113902,11772,22
113906,10542,6173
113907,10542,36
113912,8307,6173
113913,8307,20
113923,11791,13048
113924,11791,56
113925,11791,60
113958,9049,7255
113959,9049,60
113974,9174,68
113976,9174,7814
113986,10660,21
113988,10660,188
113989,10660,195
113990,10119,7255
113991,10119,39
113992,10119,46
113993,10119,7028
113994,7866,7255
113995,7866,22
114026,8332,7255
114027,8332,22
114029,8332,69
114031,9449,5432
114032,9449,5316
114041,13116,13049
114042,13116,9908
114043,13116,71
114103,9559,22
114105,9559,33
114106,9559,47
114107,9559,56
114108,9561,22
114110,9561,33
114111,9561,47
114112,9561,5445
114113,9561,56
114131,9555,18
114133,9555,33
114134,9555,47
114135,9555,56
114171,9883,7255
114172,9883,3996
114183,11794,7255
114184,11794,60
114186,2475,5246
114187,2475,44
114188,2475,49
114189,2475,71
114191,6954,6173
114192,6954,6923
114193,2528,6173
114194,2528,57
114195,2528,6923
114210,2285,6173
114211,2285,69
114213,3167,43
114214,3168,43
114215,5318,43
114222,4098,13049
114223,4098,39
114224,4098,3996
114226,4098,5445
114237,9517,6173
114238,9517,18
114240,9517,33
114254,7466,7255
114255,7466,22
114257,7466,71
115250,6817,18
115252,6817,66
115269,10547,35
115270,10547,39
115271,10547,5445
115272,9751,7255
115273,9751,69
115275,1899,6173
115276,1899,188
115277,1899,69
115279,2276,6173
115280,2276,188
115281,2276,198
115282,2276,69
115284,2831,6173
115285,2831,69
115316,10199,22
115318,10199,33
115319,10199,56
115320,10199,68
115321,10200,22
115323,10200,33
115324,10200,47
115325,10200,56
115326,10200,68
115337,7462,7255
115338,7462,22
115340,7462,56
115369,9823,46
115370,9823,68
115475,7829,7814
115476,9267,7814
115477,7819,7814
115478,7336,22
115480,7321,22
115671,10129,47
115682,9654,6173
115683,9651,6173
115684,9653,6173
115685,9653,7253
115686,9652,6173
115687,9650,6173
115688,9650,71
115690,9655,6173
115691,8990,39
115692,8990,5445
115693,8990,6272
115726,10482,7255
115729,8766,6173
115732,8766,71
115733,8769,6173
115734,8769,56
115737,8767,6173
115738,8767,7253
115739,8767,7246
115740,8772,6173
115748,11774,22
115750,11774,68
115776,5215,6173
115777,5215,56
115778,5215,69
115779,5215,71
115844,8305,6173
115845,8305,20
115864,9636,20
115876,13061,5533
115877,13059,5533
115878,13059,188
115879,15565,13049
115880,15565,12981
115919,10180,43
115932,6692,6173
115933,6692,18
115957,9748,47
115958,9748,49
115959,9748,188
115960,9748,190
115978,10103,6173
115979,10103,21
116018,7349,6173
116019,7349,7028
116020,7349,7027
116031,9376,7255
116032,9376,36
116033,9376,234
116076,1784,13048
116077,1784,5246
116163,8997,7255
116164,8997,22
116166,8997,71
116168,9801,7255
116169,9801,234
116171,9801,68
117203,5442,7255
117204,5442,69
117213,11792,13048
117214,11792,60
117215,11792,68
117272,1577,21
117274,1577,188
117275,1577,191
117279,3741,62
117280,10144,18
117284,10144,33
117285,10144,5246
117286,10144,40
117287,10144,44
117288,10144,46
117289,10144,49
117290,10144,61
117291,10144,5533
117292,10144,66
117293,10144,69
117361,9902,234
117363,9902,68
117365,2427,13047
117366,2427,51
117378,8937,86
117380,8937,7028
117389,15489,13047
117428,7339,7255
117429,7339,22
117431,7339,5432
117433,7339,33
117434,8946,6173
117435,8946,8821
117469,11938,7255
117470,11938,7246
117471,11938,69
118440,5364,188
118441,5364,191
118442,5364,71
118443,5364,8749
118444,9683,13049
118445,9683,22
118552,9439,39
118553,9439,46
118554,9439,5445
118557,15548,5246
118558,15548,68
118582,11778,22
118619,9863,13048
118620,9863,234
118624,9863,68
118635,10616,46
118636,10616,7246
118637,1918,43
118651,9601,6173
118652,9601,71
118676,9785,47
118677,9785,56
118678,9785,7814
118691,10721,7255
118692,10721,86
118694,10721,68
119691,2133,13047
119692,2133,18
119694,2133,56
119695,2133,66
119697,2133,68
119699,8680,8133
119700,8680,7255
119701,8680,39
119706,8912,13047
119707,8912,39
119708,8912,5445
119709,8912,7028
119747,1791,13048
119748,1791,5246
119782,13103,13047
119783,13103,9908
119784,13103,69
119818,11829,9908
119819,11829,68
119821,13094,56
119822,13094,68
119841,11961,20
119981,10065,51
119983,10065,68
120002,9827,46
120003,9827,68
120016,9336,234
120018,9336,68
120020,9336,4991
120021,2163,48
120028,2738,66
120030,9364,13056
120031,9364,49
120123,13002,6173
120124,13002,12981
120229,2361,51
120232,4990,13056
120233,4990,4913
120252,8311,6173
120253,8311,20
120257,8310,6173
120258,8310,20
120345,9429,13047
120346,9429,18
120349,9429,66
120351,10004,18
120354,10004,66
120359,10727,7255
120360,10727,86
120362,10727,68
120364,10722,7255
120365,10722,86
120367,10722,68
120372,10113,5533
120373,10113,188
120374,10113,10031
120380,9121,46
120381,9121,68
120383,11861,8821
120384,11861,7246
120385,11861,68
120387,9749,7255
120388,9749,188
120389,9749,203
120396,5439,7255
120397,5439,188
120398,5439,191
120399,16731,13048
120428,7338,7255
120429,7338,22
120438,9381,7255
120439,9381,4992
120440,9381,69
120442,9381,8749
120487,6073,6173
120488,6073,60
120494,8498,58
120495,8498,188
120496,8498,191
120618,17797,13048
120619,17797,68
120626,17799,13048
120627,17799,68
120634,11812,13047
120635,11812,68
120637,4886,234
120639,4886,68
120649,9214,7254
120650,9214,46
120651,9214,49
120652,9214,69
120656,10084,86
120679,9931,68
120702,9739,7255
120703,9739,60
120708,10460,6173
120709,10460,7253
120711,10460,5494
120744,9309,8133
120745,9309,86
120747,9309,39
120748,9309,7246
120754,17803,13056
120755,17803,46
120756,17803,71
120813,9188,46
120814,9188,7246
120815,9188,234
120817,9188,68
120831,9475,46
120832,9475,56
120833,9475,68
120835,8522,6173
120836,8522,7254
120837,8522,7253
120838,8522,69
120840,8522,70
120853,9545,13049
120854,9545,22
120856,9545,5432
120858,9752,7255
120859,9752,188
120889,7238,13056
120890,7238,22
120891,7238,4992
121139,9523,7255
121140,9523,22
121157,8485,86
121159,8485,7028
121182,5404,6173
121183,5404,36
121184,5404,5445
121185,5404,7027
121186,8651,6173
121187,8651,36
121188,8651,7028
122257,7590,6173
122258,7590,7253
122261,9955,7255
122264,9955,71
122265,7469,7255
122266,7469,22
122272,13044,7255
122273,13044,7254
122274,13044,234
122276,13044,68
122290,9002,4992
122291,9002,58
122292,9002,188
122293,9002,194
122294,11786,4992
122295,11786,188
122296,11786,9669
122301,11959,20
122311,13008,6173
122312,13008,12981
122313,12999,6173
122314,12999,12981
122542,1783,13048
122543,1783,5246
123329,2391,13047
123330,2391,18
123332,2391,66
123334,2391,70
123361,9960,6173
124347,7491,86
124349,10723,7255
124350,10723,86
124352,10723,68
124382,9044,7255
124383,9044,5445
124384,9044,8227
124416,9412,39
124417,9412,47
124418,9412,51
124420,13238,6173
124421,13238,9908
124422,13204,13048
124430,7352,6173
124431,7352,7028
124432,7352,7027
124436,9610,39
124437,9610,46
124438,9610,5445
124439,9610,7246
124440,10728,8821
124441,10728,46
124442,10728,68
125437,7347,6173
125438,7347,7028
125439,7347,7027
125440,7350,6173
125441,7350,7028
125442,7350,7027
125443,7353,6173
125444,7353,7028
125445,7353,7027
125453,11841,13047
125454,11841,9908
125455,11841,7246
125469,10093,46
125470,10093,7246
125471,10093,68
125473,13088,7246
125474,13088,68
125487,2470,33
125499,1986,43
125519,5667,43
125520,9470,7255
125521,9470,22
125523,9470,5445
125530,18836,13049
125531,18836,24
125532,18836,4992
125582,10710,13049
125583,10710,24
125584,10710,4992
126526,3785,4992
126527,3785,188
126528,3785,194
126529,3785,8749
126530,15550,5246
126531,15550,8220
126548,6831,7255
126549,6831,18
126566,6447,11966
126617,8455,6173
126619,13157,13047
126702,12996,6173
126703,12996,12981
126705,4939,39
126706,4939,5494
126708,4939,71
126709,16739,7255
126759,2660,62
126766,10249,7255
126767,10249,7253
126768,10249,3817
126771,10256,7255
126772,10256,56
126773,10256,3817
126776,10257,7255
126777,10257,7253
126778,10257,56
126779,10257,3817
127003,8382,7255
127004,2949,45
127006,2949,20
127009,8795,7255
127068,8660,45
127070,8660,68
127072,8656,7255
127137,8792,7255
127146,9913,46
127147,9913,70
127157,9904,13047
127158,9904,68
127163,17755,7255
127164,17755,68
127173,8465,8133
127174,8465,7255
127175,8465,86
127177,8465,8220
127178,8679,8133
127179,8679,7255
127180,8679,35
127181,8679,86
127183,8679,8220
127184,7387,7255
127185,7387,22
127187,7387,70
127216,19854,13049
127217,19854,24
127218,19854,4992
127222,10463,9908
127230,8575,8133
127231,8575,86
127233,8575,39
127234,8575,46
127348,2258,45
127350,9142,7255
127351,4106,20
127353,4106,65
127354,4106,213
127355,4106,215
127356,9146,7255
127363,2801,20
127365,9150,7255
127366,2805,20
127368,9152,7255
127369,2803,20
127371,9153,7255
127373,2804,20
127375,2342,7255
127376,8385,7255
127377,8385,20
127382,2380,18
127385,2410,7255
127394,2411,18
127396,2411,56
127397,2411,63
127399,2788,7255
127400,9106,18
127402,9106,63
127404,9106,71
127406,9107,7255
127407,9104,18
127409,9104,63
127411,9104,71
127413,9105,7255
127414,9102,18
127416,9102,7254
127417,9102,68
127419,9103,7255
127424,9110,7255
127428,1610,45
127430,1610,16
127432,8270,7255
127433,1612,45
127435,1612,16
127437,8271,7255
127438,8535,7254
127439,8535,45
127441,8535,54
127443,8535,67
127445,8536,7255
127446,1590,7254
127447,1590,45
127449,1590,68
127451,8357,7255
127452,2881,45
127454,2881,65
127455,2881,213
127457,2881,68
127459,8371,7255
127469,1735,45
127471,1735,73
127472,8369,7255
127473,1848,45
127475,1848,65
127476,1848,213
127489,2347,18
127491,2347,45
127494,2347,54
127496,9140,7255
127501,1633,18
127503,2432,54
127505,2512,45
127507,2512,54
127509,2512,67
127512,2436,45
127514,2436,54
127516,9145,7255
127517,2588,45
127519,2588,54
127521,2588,16
127523,8272,7255
127528,5069,45
127530,5069,65
127531,5069,215
127532,2737,45
127534,2737,20
127536,2737,65
127538,8801,7255
127551,2777,45
127554,2435,7255
127598,8532,7255
127617,13296,3996
127618,13296,20
127620,13297,13049
127621,8387,7255
127622,1713,54
127624,1713,20
127626,13298,7255
127627,13300,13049
127628,1842,45
127630,1842,20
127632,1842,65
127633,1842,213
127634,8664,7255
127635,13302,13049
127636,2430,45
127638,2430,54
127640,13306,45
127642,13306,20
127644,3702,7255
127645,13307,13049
127646,13308,3996
127647,13308,45
127649,13308,20
127652,2807,7255
127654,13309,13049
127655,13310,45
127657,13310,20
127659,2950,7255
127660,13311,13049
127684,1796,45
127686,1796,20
127688,1796,73
127694,8363,7255
127698,2284,45
127701,2284,68
127703,8361,7255
127704,8658,7255
127705,8658,7254
127706,8534,7255
127707,8534,7254
127708,8534,54
127709,2264,45
127711,2264,68
127713,8372,7255
127714,19889,7255
127721,2832,45
127723,2832,68
127725,2832,73
127726,8364,7255
127732,1568,20
127735,9132,7255
127736,1668,20
127739,9136,7255
127740,1803,56
127741,1803,20
127743,2490,13049
127752,1839,45
127754,1839,20
127758,1839,65
127759,1839,213
127760,1839,73
127761,1840,13049
127762,4032,45
127764,4032,65
127765,4032,213
127766,1868,3996
127767,1868,20
127769,19892,13049
127770,2246,20
127773,9138,7255
127781,2364,20
127785,2364,68
127787,2364,70
127788,9099,7255
127789,2409,20
127791,19893,13049
127793,19894,56
127794,19894,20
127798,2551,56
127799,2551,20
127801,2491,13049
127802,4033,45
127804,4033,65
127805,4033,215
127806,9100,7254
127807,9100,45
127809,9100,4992
127810,9101,7255
127811,2732,56
127812,2732,20
127815,19898,13049
127816,2745,56
127817,2745,20
127819,9148,7255
127822,2850,45
127824,2850,65
127825,19900,13049
127871,2544,13049
127872,2544,15
127891,1802,56
127892,1802,15
127894,1841,13049
127895,1841,15
127897,1846,15
127898,1852,13049
127899,1852,15
127901,1852,63
127913,3356,13049
127915,3356,15
127937,2399,13049
127938,2399,15
127940,2399,63
127942,2399,71
127960,2510,13049
127961,2510,15
127963,2510,67
127969,2550,15
127971,2673,15
127975,2733,15
127977,2806,7255
127978,2806,3996
127979,2806,15
127981,9661,15
127983,2834,13049
127984,2834,15
127994,2922,13049
127995,2922,54
127997,2922,15
128012,2938,13049
128013,2938,7254
128014,2938,54
128016,2938,15
128029,8362,7255
128030,3020,45
128032,3020,68
128034,1845,6173
128035,1845,45
128037,1845,68
128046,1811,17
128049,19902,7255
128050,2292,17
128052,19903,7255
128059,1810,17
128062,1813,17
128065,8380,7255
128066,19904,7255
128067,2291,17
128069,19905,7255
128070,2294,17
128072,8366,7255
128085,1812,17
128088,19906,7255
128110,1646,42
128111,7882,6173
128112,1649,42
128113,7883,6173
128117,9799,6173
128119,7885,6173
128120,1736,42
128121,7886,6173
128127,1756,42
128128,7889,6173
128132,2954,42
128133,7918,6173
128136,7891,6173
128137,1856,42
128138,7893,6173
128142,13131,42
128143,13132,6173
128149,2326,42
128150,7897,6173
128151,2355,42
128153,7898,6173
128154,2388,42
128155,7899,6173
128156,2389,42
128157,7900,6173
128158,13127,42
128159,13128,6173
128162,2584,42
128163,7901,6173
128164,2606,42
128165,7902,6173
128166,2616,42
128167,7903,6173
128168,15516,5432
128169,15516,42
128170,15516,73
128171,15517,6173
128172,2627,42
128173,7904,6173
128178,2743,42
128179,7907,6173
128180,2772,42
128181,7908,6173
128182,2778,42
128183,7909,6173
128184,2846,7254
128185,2846,42
128186,7910,6173
128187,2852,42
128195,2883,42
128196,2883,68
128198,7914,6173
128204,7917,6173
128210,1853,42
128211,1853,63
128213,7892,6173
128214,2870,42
128215,2870,63
128217,7912,6173
128281,10389,7255
128282,1589,23
128284,1589,20
128286,19916,13047
128356,19919,7255
128357,19919,49
128358,19919,188
128359,19919,5085
128392,3159,43
128401,8478,6173
128402,8478,20
128405,2293,17
128407,19929,7255
128408,7340,7255
128409,7340,22
128428,11945,13049
128429,11945,22
128431,11945,46
128432,9469,13049
128433,9469,22
128435,9469,5445
128450,10553,7255
128451,10553,46
128452,10553,68
128454,17756,7255
128455,17756,68
128497,1816,7255
128498,1816,17
128508,9476,3996
128509,9476,46
128510,9476,68
128514,13343,13049
128515,13343,5246
128516,13343,56
128519,2536,17
128561,1592,23
128563,1592,45
128564,1592,20
128566,1592,67
128568,1593,7255
128569,19935,13049
128570,1621,23
128572,1621,45
128573,1621,20
128582,1644,23
128584,1644,20
128587,1644,67
128589,10392,7255
128590,10392,23
128592,10392,20
128594,19936,13049
128601,1665,7255
128602,1665,20
128604,19937,13049
128605,1686,23
128607,1686,45
128608,1686,20
128610,19938,13048
128611,19939,13049
128612,1690,23
128614,1690,45
128615,1690,54
128616,1690,20
128619,19940,13048
128620,1705,23
128622,1705,54
128624,1705,20
128627,19941,13048
128628,1757,23
128630,1757,54
128632,1757,20
128635,10395,7255
128641,1860,23
128643,1860,54
128645,1860,20
128647,10396,7255
128648,5960,23
128650,10397,7255
128651,2243,23
128653,2243,54
128655,2242,6173
128656,10398,7255
128657,19943,13047
128658,2262,23
128660,2262,45
128662,2262,54
128666,13191,7255
128673,2330,23
128675,2330,45
128677,2330,20
128680,2329,7255
128681,19944,13049
128695,2545,23
128697,2545,17
128701,10402,7255
128702,19946,13047
128703,2612,23
128705,2612,20
128707,10403,7255
128708,19947,13047
128713,2662,23
128715,2662,20
128717,2663,7255
128722,2794,23
128724,2794,45
128726,10404,7255
128727,19948,13047
128728,2866,23
128730,2866,45
128732,10405,7255
128733,2887,23
128735,2887,20
128737,10406,6173
128738,10407,7255
128739,19949,13047
128740,2892,23
128742,2892,20
128744,2439,6173
128745,10409,7255
128746,19950,13047
128760,2955,23
128762,2955,45
128764,10411,7255
128765,2977,23
128767,2977,45
128769,10412,7255
128770,19954,13047
128771,8353,6173
128772,8353,22
128775,8353,68
128784,5206,3817
128786,3820,3817
128788,3825,3996
128789,3825,7253
128790,3825,3817
128792,3826,3817
128794,7594,3817
128796,3827,3817
128798,3828,3817
128800,3838,3817
128804,3841,3817
128806,5207,3817
128808,7425,7255
128809,7427,7255
128810,7430,7255
128811,7432,7255
128812,7595,7255
128813,7434,7255
128814,7436,7255
128816,7449,7255
128818,7455,7255
128819,7457,7255
128824,6915,33
128825,6915,47
128826,6915,7246
128827,6915,51
128872,10174,43
128897,13102,9908
128898,13102,69
128954,7529,5494
129004,11785,13056
129008,11785,43
129009,11785,44
129010,11785,61
129134,10070,13056
129135,10070,21
129136,10070,4913
129137,10070,51
129139,10070,57
129156,9379,13056
129157,9379,4913
129158,9379,51
129172,6314,7255
129173,6303,13056
129174,6303,4913
129175,6303,51
129177,6303,68
129180,10069,13056
129181,10069,4913
129182,10069,51
129184,10069,57
129223,3773,7255
129224,4951,13056
129225,4951,4913
129226,4951,51
129293,9004,13056
129294,9004,4913
129295,9004,51
129297,9004,57
129299,5584,13049
129300,5593,13056
129301,5593,4913
129302,5593,51
129305,9260,7255
129306,9261,13056
129307,9261,4913
129308,9261,51
129383,4189,7255
129384,4989,13056
129385,4989,4913
129386,4989,51
129394,5049,7255
129405,6318,7255
129406,6308,13056
129407,6308,4913
129408,6308,51
129410,6928,7255
129411,6930,13056
129412,6930,4913
129413,6930,51
129415,6931,7255
129416,6932,13056
129417,6932,4913
129418,6932,51
129422,6933,7255
129423,6934,13056
129424,6934,4913
129425,6934,51
129427,6313,7255
129428,6302,13056
129429,6302,4913
129430,6302,51
129432,6315,7255
129433,6304,13056
129434,6304,4913
129435,6304,51
129437,6129,13049
129438,6130,13056
129439,6130,4913
129440,6130,51
129507,6300,13056
129508,6300,4913
129509,6300,51
129552,4983,13056
129553,4983,4913
129554,4983,51
129638,1921,13056
129639,1921,43
129651,2003,13056
129652,2003,43
129654,2004,13056
129655,2004,43
129657,2023,13056
129658,2023,43
129660,3196,13056
129661,3196,43
129663,2090,13056
129664,2090,43
129673,2116,13056
129674,2116,43
129681,10167,13056
129682,10167,43
129687,2002,13056
129688,2002,43
129696,10162,13056
129697,10162,43
129699,10163,13056
129700,10163,43
129706,2071,13056
129707,2071,43
129709,2104,13056
129710,2104,43
129712,7208,13056
129713,7208,43
129715,2006,13056
129716,2006,43
129718,2006,7246
129728,1952,13056
129729,1952,43
129738,2100,13056
129739,2100,43
129741,2114,13056
129742,2114,43
129744,1998,13056
129745,1998,43
129753,7631,13056
129754,7631,43
129759,4191,13056
129760,4191,43
129762,1946,13056
129763,1946,43
129765,1957,13056
129766,1957,43
129775,1957,7253
129776,2016,13056
129777,2016,43
129779,2016,70
129789,1920,13056
129790,1920,43
129793,1920,7246
129794,3881,13056
129795,3881,43
129797,1994,13056
129798,1994,43
129800,3887,13056
129801,3887,43
129812,2010,13056
129813,2010,43
129815,2037,13056
129816,2037,43
129818,2037,7246
129822,1983,13056
129823,1983,43
129825,1927,13056
129826,1927,43
129828,1930,13056
129829,1930,3996
129830,1930,43
129845,1932,13056
129846,1932,3996
129847,1932,43
129849,1962,13056
129850,1962,3996
129851,1962,43
129853,2047,13056
129854,2047,3996
129855,2047,43
129877,7211,13056
129878,7211,43
129903,1940,13056
129904,1940,43
129906,2083,13056
129907,2083,43
129909,10165,13056
129910,10165,43
129912,7104,13056
129913,7104,43
129915,1954,13056
129916,1954,43
129918,1959,13056
129919,1959,43
129921,3883,13056
129922,3883,43
129924,1992,13056
129925,1992,43
129927,2034,13056
129928,2034,43
129930,2082,13056
129931,2082,43
129933,2094,13056
129934,2094,43
129936,2101,13056
129937,2101,43
129939,2106,13056
129940,2106,43
129942,2109,13056
129943,2109,43
129945,9398,13056
129946,9398,43
129948,7216,13056
129949,7216,43
129951,1969,13056
129952,1969,43
129957,1999,13056
129958,1999,43
129964,1973,13056
129965,1973,43
129967,9334,13056
129968,9334,43
129970,9334,7253
129971,1961,13056
129972,1961,43
129983,10161,13056
129984,10161,43
129992,2042,13056
129993,2042,43
129995,1953,13056
129996,1953,43
129999,1980,13056
130000,1980,43
130002,1993,13056
130003,1993,43
130005,2040,13056
130006,2040,43
130009,2049,13056
130010,2049,43
130012,2074,13056
130013,2074,43
130015,1982,13056
130016,1982,43
130021,1947,13056
130022,1947,43
130024,1943,13056
130025,1943,43
130027,1943,7253
130028,2018,13056
130029,2018,43
130034,1939,13056
130035,1939,43
130041,10184,13056
130042,10184,43
130048,8063,13056
130049,8063,43
130056,2087,13056
130057,2087,43
130065,1972,13056
130066,1972,43
130068,2117,13056
130069,2117,43
130074,5666,13056
130075,5666,43
130091,7102,13056
130092,7102,43
130094,2025,13056
130095,2025,43
130105,1979,13056
130106,1979,43
130114,8543,13056
130115,8543,43
130117,8543,56
130121,5668,13056
130122,5668,43
130124,2085,13056
130125,2085,43
130138,1981,13056
130139,1981,43
130141,2098,13056
130142,2098,43
130144,2020,13056
130145,2020,43
130151,1922,13056
130152,1922,43
130154,1929,13056
130155,1929,43
130157,3162,13056
130158,3162,43
130160,1967,13056
130161,1967,43
130164,2026,13056
130165,2026,43
130167,4090,13056
130168,4090,43
130171,2078,13056
130172,2078,43
130175,2079,13056
130176,2079,43
130183,3202,13056
130184,3202,43
130186,2107,13056
130187,2107,43
130189,2115,13056
130190,2115,43
130193,2031,13056
130194,2031,43
130196,2088,13056
130197,2088,43
130199,1937,13056
130200,1937,43
130203,2058,13056
130204,2058,43
130206,2096,13056
130207,2096,43
130215,7215,13056
130216,7215,43
130218,2013,13056
130219,2013,43
130221,1989,13056
130222,1989,43
130225,1942,13056
130226,1942,43
130233,1968,13056
130234,1968,43
130236,2054,13056
130237,2054,43
130239,2054,7246
130256,7101,13056
130257,7101,43
130260,2081,13056
130261,2081,43
130268,2102,13056
130269,2102,43
130272,1987,13056
130273,1987,43
130276,1987,71
130281,1977,13056
130282,1977,43
130290,1960,13056
130291,1960,43
130296,1919,13056
130297,1919,43
130304,2001,13056
130305,2001,43
130307,3890,13056
130308,3890,43
130316,1934,13056
130317,1934,43
130319,7864,13056
130320,7864,43
130322,7864,56
130327,1978,13056
130328,1978,43
130341,1944,13056
130342,1944,43
130347,7207,13056
130348,7207,43
130350,7207,56
130351,10191,13056
130352,10191,43
130360,1935,13056
130361,1935,43
130378,1984,13056
130379,1984,43
130381,9332,13056
130382,9332,43
130384,2067,13056
130385,2067,43
130387,1955,13056
130388,1955,43
130390,1955,71
130392,1963,13056
130393,1963,43
130395,2062,13056
130396,2062,43
130401,2086,13056
130402,2086,43
130404,2110,13056
130405,2110,43
130413,2015,13056
130414,2015,43
130416,1974,13056
130417,1974,43
130419,2043,13056
130420,2043,43
130422,2113,13056
130423,2113,43
130425,3895,13056
130426,3895,43
130428,7099,13056
130429,7099,43
130431,1923,13056
130432,1923,43
130438,2038,13056
130439,2038,43
130444,1988,13056
130445,1988,43
130447,2000,13056
130448,2000,43
130450,2007,13056
130451,2007,43
130453,2009,13056
130454,2009,43
130456,2036,13056
130457,2036,43
130459,2044,13056
130460,2044,43
130462,2063,13056
130463,2063,43
130465,2064,13056
130466,2064,43
130468,2066,13056
130469,2066,43
130471,2080,13056
130472,2080,43
130474,2095,13056
130475,2095,43
130477,2105,13056
130478,2105,43
130480,2108,13056
130481,2108,43
130483,2112,13056
130484,2112,43
130486,2033,13056
130487,2033,43
130489,1956,13056
130490,1956,43
130492,2039,13056
130493,2039,43
130501,2060,13056
130502,2060,43
130504,2041,13056
130505,2041,43
130507,1996,13056
130508,1996,43
130516,2019,13056
130517,2019,43
130648,8566,6173
130649,8566,51
130651,8566,68
130653,8565,6173
130654,8565,51
130656,8565,68
130708,1854,37
130709,1854,3996
130710,1854,46
130711,10505,7255
130712,10505,68
130780,11830,9908
130781,11830,39
130788,8426,13047
130789,8426,39
130790,8426,5445
130791,8426,7028
130798,7096,13056
130799,7096,3996
130800,7096,43
130809,9865,13048
130810,9865,234
130812,9865,68
130815,2987,13049
130816,2987,15
130818,2987,71
130828,2586,69
130831,2008,13056
130832,2008,43
130834,1997,13056
130835,1997,43
130837,2017,13056
130838,2017,43
130840,2017,7246
130841,2057,13056
130842,2057,43
130844,10175,13056
130845,10175,43
130846,10179,13056
130847,10179,43
130850,10192,13056
130851,10192,43
130853,7947,13056
130854,7947,43
130856,5665,13056
130857,5665,43
130859,10182,13056
130860,10182,43
130862,7210,13056
130863,7210,43
130865,10189,13056
130866,10189,43
130908,2989,37
130909,2989,65
130914,10019,7255
130915,10019,9908
130931,20040,20034
130932,20041,20034
130937,11883,13049
130938,11883,36
130939,11883,46
130940,11883,7246
130941,2178,48
130945,2637,62
130947,2639,62
130949,2641,62
130951,2429,7255
130952,4919,6173
130953,4919,68
130955,9271,7255
130956,9271,22
130958,9271,56
130983,11913,7255
130984,11913,7246
130985,11913,234
130987,11913,68
130988,11866,9908
130989,11866,7246
130991,10520,8133
130992,10520,7255
130993,10520,39
130994,10520,8220
131009,2719,42
131010,7906,6173
131034,13342,13049
131035,13342,5246
131036,13342,56
131043,3076,13048
131044,3076,5246
131247,5175,234
131249,5175,68
131251,5175,4991
131285,6821,234
131287,6821,68
131289,6821,4991
131291,6822,234
131293,6822,68
131295,6822,4991
131320,9928,8821
131321,9928,234
131323,9928,68
131325,9928,4991
131339,6927,234
131341,6927,4991
131382,1660,13049
131383,1660,18
131385,1660,45
131387,1660,15
131389,1660,16
131394,13060,5533
131395,13060,201
132478,13249,7255
132479,13249,7246
132480,13249,68
132490,13092,7246
132491,13092,68
132493,1926,13056
132494,1926,43
132497,1926,7253
132511,9778,13049
132512,9778,22
132514,9778,5432
132516,9778,56
132517,11787,7255
132518,11787,51
132521,2412,13049
132563,2486,13047
132564,2486,18
